rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
0,P V H VACATION HOMES L.L.C,,,,,,"Office 8, Building Golden Mile 8, Palm Jumeirah, ,,,, Dubai, PO Box 0",+971561410064,loai@providentestate.com,https://www.propertyfinder.ae/en/broker/p-v-h-vacation-homes-l-l-c-11220,total_properties:38,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
00,Aloft Dubai South,,,,,,"Office ,, Building Aloft Hotel, Dubai World Central, ,, Dubai,",+97142487015,najukta.sayyad@marriott.com,https://www.propertyfinder.ae/en/broker/aloft-dubai-south-4342,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
00,ShellGrow Holiday Homes L.L.C,,,,,,"Office 3108, Building Al Salam Tower, Dubai Media City, na, Dubai, PO Box 00",+971501061650,infohomes@etagi.com,https://www.propertyfinder.ae/en/broker/shellgrow-holiday-homes-l-l-c-7224,total_properties:17,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
00,Silkhaus Vacation Homes LLC,,,,,,"Office 5th floor, Building One JLT Building, Jumeirah Lake Towers, na, Dubai,",+971585307750,aahan@silkhaus.co,https://www.propertyfinder.ae/en/broker/silkhaus-vacation-homes-llc-5097,total_properties:62,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,360 Holiday Homes,,,,,,"Office 00, Building 00, Business Bay, 00, Dubai, PO Box 0000",+971509158890,info@360vacation.me,https://www.propertyfinder.ae/en/broker/360-holiday-homes-9351,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,AUTHENTIC HOLIDAY HOMES L.L.C,,,,,,"Office 207, Building Dubai Insurance, Business Bay, SZR, Dubai, PO Box 0000",+971567735006,admin@authenticholidayhomes.ae,https://www.propertyfinder.ae/en/broker/authentic-holiday-homes-l-l-c-9525,total_properties:146,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,CLASSY TURTLE VACATION HOMES RENTAL CO. L.L.C,,,,,,"Office 00, Building 00, Business Bay, 00, Dubai, PO Box 0000",+971524470368,operations@classyturtle.ae,https://www.propertyfinder.ae/en/broker/classy-turtle-vacation-homes-rental-co-l-l-c-9392,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,DWELLER HOLIDAY HOMES L.L.C,,,,,,"Office 00, Building 00, Business Bay, 00, Dubai, PO Box 0000",+971585621555,,https://www.propertyfinder.ae/en/broker/dweller-holiday-homes-l-l-c-9282,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
000,Espada Business Center,,,,,,"Office 5, Building Rasis Business Center, Al Barsha, na, Dubai,",+971529366959,sales@espadabc.com,https://www.propertyfinder.ae/en/broker/espada-business-center-4135,"commercial_listings:12,total_properties:12",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,HEAVEN CREST VACATION HOMES RENTAL L.L.C,,,,,,"Office 1052, Building Tamani Arts, Business Bay, Business Bay, Dubai, PO Box 0000",+971502590289,reservation@heavencrest.ae,https://www.propertyfinder.ae/en/broker/heaven-crest-vacation-homes-rental-l-l-c-11366,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,Hyatt Regency Creek Heights Residences Dubai,,,,,,"Office ,, Building Hyatt Regency Creek Heights, Dubai Healthcare City, 20th Street, Dubai Healthcare City, Bur Dubai Hyatt Regency Dubai Creek Heights - Dubai 5668 - Dubai, Dubai,",+971566038031,malek.safa@hyatt.com,https://www.propertyfinder.ae/en/broker/hyatt-regency-creek-heights-residences-dubai-4203,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,LA VILLE HOTEL & SUITES CITY WALK DUBAI,,,,,,"Office N/A, Building La Ville Hotel & Suites, City Walk, Al Multaqa str, Dubai,",+971569947801,aisling.jennings@autographhotels.com,https://www.propertyfinder.ae/en/broker/la-ville-hotel-suites-city-walk-dubai-3939,"hotel,total_properties:5",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,NASEEM VACATION HOMES RENTAL L.L.C,,,,,,"Office 202, Building Murjan 1, Jumeirah Beach Residence, JBR, Dubai, PO Box 000",+971585066875,,https://www.propertyfinder.ae/en/broker/naseem-vacation-homes-rental-l-l-c-v2-13211,total_properties:21,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
000,Noor Layl Holiday Homes L.L.C S.O.C,,,,,,"Office ,, Building ,, Business Bay, ,, Dubai, PO Box 000",+971529834659,,https://www.propertyfinder.ae/en/broker/noor-layl-holiday-homes-l-l-c-s-o-c-v2-180294,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
000,Nox Holiday Homes,,,,,,"Office 4702, Building Ubora Tower, Business Bay, ,, Dubai, PO Box 0000",+97143624046,yana@drivenproperties.com,https://www.propertyfinder.ae/en/broker/nox-holiday-homes-1850,total_properties:74,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,Olasor Holiday Homes,,,,,,"Office OFM02-11, Building suhail maktoum building, Deira, Port saeed, Dubai, PO Box 000",+971582795769,,https://www.propertyfinder.ae/en/broker/olasor-holiday-homes-v2-179935,total_properties:129,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
000,Opulent Living Vacation Homes Rental LLC,,,,,,"Office ,, Building ,, Business Bay, ,, Dubai, PO Box 000",+971585123278,admin@opulentliving.co,https://www.propertyfinder.ae/en/broker/opulent-living-vacation-homes-rental-llc-v2-180372,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,Stay By Latinem,,,,,,"Office 1305, Sobha Sapphire, Building Sobha Sapphire, Business Bay, 1305, Sobha Sapphire, Al Khaleej Al Tejari 2, Business Bay, Dubai, 125250,, Dubai, PO Box 125250",+971502075061,syed.majeed@latinemfm.com,https://www.propertyfinder.ae/en/broker/stay-by-latinem-8721,total_properties:23,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,VIBEL STAY VACATION HOMES RENTAL L.L.C,,,,,,"Office 404, Building Churchill Tower, Business Bay, marasi drive, Dubai, PO Box 000",+971528979953,info@vibelstay.com,https://www.propertyfinder.ae/en/broker/vibel-stay-vacation-homes-rental-l-l-c-v2-180340,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,WISE & YOUNG HOLIDAY HOMES L.L.C,,,,,,"Office G9, Building 25, City Walk, -, Dubai, PO Box -",+971526699019,info@wyholidayhomes.com,https://www.propertyfinder.ae/en/broker/wise-young-holiday-homes-l-l-c-v2-180313,total_properties:25,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,WanderHaus Holiday Homes CO. L.L.C,,,,,,"Office ,, Building ,, Business Bay, ,, Dubai, PO Box 000",+971558621927,home@wandershaus.com,https://www.propertyfinder.ae/en/broker/wanderhaus-holiday-homes-co-l-l-c-v2-13397,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
000,wyz rent holiday homes,,,,,,"Office 0, Building Blue Bay tower, Business Bay, marasi drive, Dubai, PO Box 000",+971544023084,louloua@wyzrent.com,https://www.propertyfinder.ae/en/broker/wyz-rent-holiday-homes-v2-13418,total_properties:17,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,ADAGIO PREMIUM HOTEL APARTMENT ALBARSHA L.L.C,,,,,,"Office NA, Building Novotel Adagia BArsha, Al Barsha, NA, Dubai, PO Box 450011",+971505520923,julia.schamne@accor.com,https://www.propertyfinder.ae/en/broker/adagio-premium-hotel-apartment-albarsha-l-l-c-5545,"hotel,total_properties:8",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,AL GHROOB HOLIDAY HOMES RENTAL LLC,,,,,,"Office 207, Building nokhita tower, Bur Dubai, al hamriya port, Dubai, PO Box 0000",+971559200488,,https://www.propertyfinder.ae/en/broker/al-ghroob-holiday-homes-rental-llc-10649,total_properties:31,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,ARAMI VACATION HOMES RENTAL CO. L.L.C,,,,,,"Office 2, Building 1, Downtown Dubai, 1, Dubai, PO Box 1",+971558661589,,https://www.propertyfinder.ae/en/broker/arami-vacation-homes-rental-co-l-l-c-v2-179997,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,ATELIER BUSINESS CENTER,,,,,,"Office 19th, Building Al ameri tower, Barsha Heights (Tecom), barsha, Dubai,",+971509216488,care@atelierbc.me,https://www.propertyfinder.ae/en/broker/atelier-business-center-6387,"commercial_listings:73,total_properties:73",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Adagio Aparthotel Dubai Deira LLC,,,,,,"Office 1, Building Adagio Hotel Apartments, Deira, Deira, Dubai,",+971585625177,nishu.kumar@accor.com,https://www.propertyfinder.ae/en/broker/adagio-aparthotel-dubai-deira-llc-5505,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Adagio Premium Hotel Apartment Jumeirah Palm,,,,,,"Office NA, Building Adagio Premium The Palm, Palm Jumeirah, NA, Dubai,",+971509659293,vivek.kadam@accor.com,https://www.propertyfinder.ae/en/broker/adagio-premium-hotel-apartment-jumeirah-palm-4526,"hotel,total_properties:3",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Airbetter,,,,,,"Office 1061, Building Tamani Arts building, Business Bay, Al Asayel St, Dubai, PO Box 00",+971564135332,sunshinemark@airbetter.com,https://www.propertyfinder.ae/en/broker/airbetter-4036,total_properties:50,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Al Rostamani Real Estate Co. (L.L.C),,,,,,"Office Office #805-806, Building AWR Head Office Building, Deira, Al Ittehad Road, Dubai, PO Box 2128",+97142950909,tamer.alhasan@awrostamani.com,https://www.propertyfinder.ae/en/broker/awr-properties-2866,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,BOON STAY VACATION HOMES RENTAL L.L.C,,,,,,"Office Office No 401, Building Al Moosa Tower 2, Deira, Sheikh Zayed Road, Dubai,",+971551580726,ceo@boonstay.co,https://www.propertyfinder.ae/en/broker/boon-stay-vacation-homes-rental-l-l-c-10340,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Circle Point Business Center LLC,,,,,,"Office NA, Building Al Arif shipping building, Deira, Port Saeed Road, Garhoud, Dubai,",+971559263419,,https://www.propertyfinder.ae/en/broker/circle-point-business-center-llc-8112,"commercial_listings:12,total_properties:12",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,Cozy corner Holiday Homes L.L.C,,,,,,"Office Office M35-5, Building ,, Deira, Al Muraqqabat, Dubai, PO Box 000",+971503624068,,https://www.propertyfinder.ae/en/broker/cozy-corner-holiday-homes-l-l-c-12909,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,Dhanguard Business Center,,,,,,"Office Floor 401, Building R308 bldg, Bur Dubai, Bank Street, Dubai,",+971521743083,hemant@dhanguard.info,https://www.propertyfinder.ae/en/broker/dhanguard-business-center-8113,"commercial_listings:19,total_properties:19",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Element Me'aisam,,,,,,"Office ., Building Element Me'asiam, IMPZ, Dubai Production City, Dubai,",+97142487777,eugene.mensah@marriott.com,https://www.propertyfinder.ae/en/broker/element-meaisam-3796,total_properties:22,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,First Central Hotel Apartments,,,,,,"Office G Floor, Building First Central Hotel Apartments, Barsha Heights (Tecom), Street, Dubai,",+971545860004,h.rahman@central-hotels.com,https://www.propertyfinder.ae/en/broker/first-central-hotel-apartments-3064,"hotel,total_properties:11",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,GEMSTAY FOR VACATION HOMES RENTAL CO. L.L.C,,,,,,"Office ., Building ., Downtown Dubai, ., Dubai, PO Box .",+971525848665,,https://www.propertyfinder.ae/en/broker/gemstay-for-vacation-homes-rental-co-l-l-c-10522,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,Infinity Business Center,,,,,,"Office 201, Building Barsha BC, Al Barsha, NA, Dubai, PO Box 0",+971502078649,joanita@infinitybusiness.ae,https://www.propertyfinder.ae/en/broker/infinity-business-center-4925,"commercial_listings:4,total_properties:4",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,KANGAROO HOLIDAY HOMES LLC,,,,,,"Office 1961, Building Tamani Arts Offices Tower, Al Barsha, Al Asayel street, Dubai, PO Box 00",+971527906838,,https://www.propertyfinder.ae/en/broker/kangaroo-holiday-homes-llc-11306,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,KINGSTONE LIVING HOLIDAY HOMES CO. L.L.C,,,,,,"Office ., Building ., Business Bay, ., Dubai,",+971545668441,contact@kingstone-living.com,https://www.propertyfinder.ae/en/broker/kingstone-living-holiday-homes-co-l-l-c-11388,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,LUXOVISTA VACATION HOMES RENTAL L.L.C,,,,,,"Office 0000, Building 00000, Downtown Dubai, 000, Dubai, PO Box 00000",+971503273691,info@luxovista.com,https://www.propertyfinder.ae/en/broker/luxovista-vacation-homes-rental-l-l-c-9951,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Mint Stay Homes Rental,,,,,,"Office 2nd Floor, Building One JLT, Jumeirah Lake Towers, Noor Business Center, Dubai,",+97148359972,rami@themintstay.com,https://www.propertyfinder.ae/en/broker/mint-stay-homes-rental-5368,total_properties:83,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Next Level Vacation Homes Rental L.L.C,,,,,,"Office 00, Building 00, Deira, 00, Dubai, PO Box 0000",+971529926419,info@nextlvl.ae,https://www.propertyfinder.ae/en/broker/next-level-vacation-homes-rental-l-l-c-v2-13089,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,One Business Centre,,,,,,"Office 702, Building Building 6, Downtown Dubai, Burj Khalifa Community, Dubai,",+971521680011,olivia@onebusinesscentre.com,https://www.propertyfinder.ae/en/broker/one-business-centre-3747,"commercial_listings:14,total_properties:14",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Prime Business Center,,,,,,"Office 33rd Floor, Building Prime Tower, Business Bay, Street, Dubai,",+971564859835,,https://www.propertyfinder.ae/en/broker/prime-business-center-3614,"commercial_listings:6,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,RADIANCE PREMIUM SUITES HOTEL L.L.C,,,,,,"Office 3416111, Building Radiance Premium, Al Barsha, Al Barsha-1, Dubai, PO Box 448911",+971552256334,feroz.ismail@albannaiproperties.com,https://www.propertyfinder.ae/en/broker/radiance-premium-suites-hotel-l-l-c-6381,"hotel,total_properties:32",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Rentover Holiday Homes LLC,,,,,,"Office 605, Building XL Tower, Business Bay, ,, Dubai, PO Box ..",+971544410895,info@rentover.ae,https://www.propertyfinder.ae/en/broker/rentover-holiday-homes-llc-6213,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,SADAF BUSINESS CENTER L.L.C,,,,,,"Office 1704, 17th floor, Building Iris Bay, Business Bay, Business Bay, Dubai,",+971564444302,,https://www.propertyfinder.ae/en/broker/sadaf-business-center-8111,"commercial_listings:72,total_properties:72",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,Solaire Real Estate LLC,,,,,,"Office 208, Building The Garden Concept, Al Quoz, Sheikh Zayed Road, Dubai,",+971507289699,manager@solaire.ae,https://www.propertyfinder.ae/en/broker/solaire-real-estate-llc-1118,"commercial_listings:3,total_properties:14",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,VACAY XEAL HOMES RENTAL L.L.C,,,,,,"Office 2, Building 3, Business Bay, 1, Dubai,",+971508818120,,https://www.propertyfinder.ae/en/broker/vacay-xeal-homes-rental-l-l-c-8233,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
0000,Vacay Lettings Vacation Homes,,,,,,"Office 00, Building Ibn Batuta Gate, Discovery Gardens, Sheikh Zayed Road, Dubai, PO Box 0000",+971527788557,info@vacaylettings.com,https://www.propertyfinder.ae/en/broker/vacay-lettings-vacation-homes-5268,total_properties:56,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Ventura Prime Stay Holiday Homes LLC,,,,,,"Office 1, Building 1, Dubai Hills Estate, dubai hills, Dubai, PO Box 1",+971585776449,info@venturastays.com,https://www.propertyfinder.ae/en/broker/ventura-prime-stay-holiday-homes-llc-10758,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
0000,Workstation Business Center LLC,,,,,,"Office G, Building Liberty Lane Building, Al Sufouh, Al Sufouh 1, Dubai, PO Box 00",+971509189686,hisham@workstationcentre.com,https://www.propertyfinder.ae/en/broker/workstation-business-center-llc-12332,"commercial_listings:6,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
00000,AL KAINAT HOLIDAY HOMES L.L.C,,,,,,"Office 701, Building AL KHALEEJ CENTER, Bur Dubai, AL RAFFA, Dubai,",+971521965593,,https://www.propertyfinder.ae/en/broker/al-kainat-holiday-homes-l-l-c-7786,total_properties:31,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
